316	[99, 113, 594, 1523, 4928, 10356, 0]
317	[99, 113, 594, 1523, 4295, 8831, 0]
318	[99, 113, 594, 1523, 4295, 8786, 0]
319	[99, 113, 594, 1523, 4295, 8786, 0]
321	[99, 113, 594, 1523, 4295, 8831, 0]
322	[99, 113, 594, 1523, 4295, 8758, 0]
323	[99, 113, 594, 1523, 4295, 8832, 0]
329	[99, 30, 98, 284, 4390, 9012, 0]
333	[99, 113, 594, 1523, 4295, 8764, 1491]
335	[99, 113, 594, 1523, 4295, 8769, 0]
339	[99, 113, 400, 1014, 5458, 11501, 0]
340	[99, 113, 400, 1014, 5458, 11501, 0]
343	[99, 113, 400, 1014, 5458, 11510, 0]
346	[99, 113, 400, 1014, 5458, 11502, 0]
354	[99, 113, 594, 1523, 568, 1228, 0]
355	[99, 113, 594, 1523, 568, 1226, 173]
358	[99, 7, 344, 1581, 137, 300, 0]
359	[99, 7, 344, 1581, 4446, 9147, 0]
370	[99, 7, 344, 1581, 137, 300, 69]
371	[99, 7, 344, 1581, 137, 300, 65]
372	[99, 7, 344, 1581, 137, 300, 66]
373	[99, 7, 344, 1581, 137, 301, 0]
375	[99, 7, 344, 1219, 768, 1702, 0]
376	[99, 7, 344, 1219, 768, 1703, 0]
378	[99, 7, 344, 1219, 768, 1709, 0]
380	[99, 7, 344, 1581, 4764, 9770, 0]
381	[99, 7, 344, 1402, 3094, 6256, 0]
382	[99, 7, 344, 1581, 4764, 9772, 0]
384	[99, 7, 344, 1581, 4446, 9145, 0]
385	[99, 7, 344, 1581, 4446, 9145, 0]
386	[99, 7, 344, 1581, 4446, 9145, 0]
387	[99, 7, 344, 1581, 4446, 9145, 0]
391	[99, 7, 344, 1581, 4446, 9148, 0]
393	[99, 7, 344, 1581, 4446, 9151, 0]
394	[99, 7, 344, 1581, 4764, 9770, 1720]
398	[99, 7, 344, 1581, 4446, 9157, 0]
399	[99, 7, 344, 1581, 3416, 7015, 0]
400	[99, 7, 344, 1581, 4446, 9149, 0]
405	[99, 30, 478, 1100, 3138, 6342, 0]
406	[99, 30, 478, 1100, 3138, 6343, 0]
408	[99, 7, 344, 1097, 3147, 6365, 0]
410	[99, 7, 344, 1097, 3140, 6349, 0]
418	[99, 113, 428, 1098, 3145, 6360, 0]
421	[99, 113, 428, 1098, 3145, 6358, 0]
424	[99, 113, 428, 1098, 3145, 6359, 0]
426	[99, 7, 344, 1099, 3148, 6367, 0]
435	[99, 7, 4, 9, 25, 59, 0]
436	[99, 7, 4, 9, 3496, 7193, 0]
438	[99, 7, 4, 9, 25, 60, 0]
439	[99, 7, 4, 9, 2112, 4491, 0]
442	[99, 7, 4, 9, 2113, 4493, 0]
446	[99, 113, 379, 953, 2696, 5432, 0]
447	[99, 113, 379, 953, 2696, 5429, 0]
450	[99, 113, 379, 953, 2696, 5430, 0]
451	[99, 113, 379, 953, 2696, 5431, 0]
470	[99, 113, 442, 1132, 45, 101, 0]
471	[99, 113, 442, 1132, 45, 104, 0]
472	[99, 113, 442, 1132, 45, 119, 0]
474	[99, 113, 442, 1132, 45, 107, 0]
476	[99, 113, 442, 1132, 3251, 6585, 0]
477	[99, 113, 442, 1132, 3251, 6587, 0]
478	[99, 113, 442, 1132, 3251, 6588, 0]
479	[99, 113, 442, 1132, 3251, 6589, 0]
480	[99, 113, 442, 1132, 3251, 6586, 0]
483	[99, 30, 472, 1195, 3389, 6965, 0]
484	[99, 30, 472, 1195, 3389, 6968, 0]
485	[99, 30, 472, 1195, 3389, 6969, 0]
486	[99, 30, 472, 1195, 3389, 6970, 0]
487	[99, 30, 472, 1195, 3389, 6971, 0]
488	[99, 30, 472, 1195, 3389, 6972, 0]
489	[99, 30, 472, 1195, 3389, 6975, 0]
490	[99, 30, 472, 1195, 3389, 6976, 0]
491	[99, 30, 472, 1195, 3389, 6971, 0]
492	[99, 30, 472, 1195, 3389, 6964, 0]
494	[99, 30, 472, 1195, 644, 1440, 0]
495	[99, 30, 472, 1195, 3389, 6966, 0]
498	[99, 113, 442, 1132, 4327, 8880, 0]
504	[99, 30, 472, 1195, 2586, 5224, 0]
511	[99, 30, 98, 59, 161, 361, 0]
